Node_id Range Mean Std
johnw 2242 734163.0 647.498262546
bneely 2242 734163.0 647.498262546
SorrowD 2242 734163.0 647.498262546
njaard 2242 734163.0 647.498262546
viwe 2242 734163.0 647.498262546
techt 2242 734163.0 647.498262546
gnuchris 2242 734163.0 647.498262546
prw 2242 734163.0 647.498262546
dryheave 2242 734163.0 647.498262546
roguemtl 2242 734163.0 647.498262546
pelcastre 2242 734163.0 647.498262546
meersan 2242 734163.0 647.498262546
jrennie 2242 734163.0 647.498262546
pmcgovern 2242 734163.0 647.498262546
rorschach 2242 734163.0 647.498262546
fpmip 2242 734163.0 647.498262546
boto 2270 734177.0 655.581167108
defiance 2242 734163.0 647.498262546
prodigy 2242 734163.0 647.498262546
CentralScrutinizer 2242 734163.0 647.498262546
erwann 2242 734163.0 647.498262546
lsdrocha 2242 734163.0 647.498262546
ryanagentry 0 734351.0 0.0
markh 2242 734163.0 647.498262546
dvl 2242 734163.0 647.498262546
Manesse 2242 734163.0 647.498262546
bluelizard95 2242 734163.0 647.498262546
benc 2242 734163.0 647.498262546
tsavage 2242 734163.0 647.498262546
newkt 2242 734163.0 647.498262546
descala 2242 734163.0 647.498262546
davb 2242 734163.0 647.498262546
fenrus 2242 734163.0 647.498262546
nayeli0401 2242 734163.0 647.498262546
Silverwind 2242 734163.0 647.498262546
js 2242 734163.0 647.498262546
pmb 2242 734163.0 647.498262546
salimma 2242 734163.0 647.498262546
LightArk 2242 734163.0 647.498262546
arm 2242 734163.0 647.498262546
csm 2248 734166.0 649.230313525
Fleedwood 2242 734163.0 647.498262546
TheBean 2242 734163.0 647.498262546
dej 2242 734163.0 647.498262546
Gregory 2242 734163.0 647.498262546
richardl 2242 734163.0 647.498262546
haruspex 2242 734163.0 647.498262546
devusb 2242 734163.0 647.498262546
cristian 2242 734163.0 647.498262546
darius 2242 734163.0 647.498262546
aaronsw 2242 734163.0 647.498262546
wetdog 2242 734163.0 647.498262546
luwei 2242 734163.0 647.498262546
Netsnipe 2242 734163.0 647.498262546
dkg 1499 734168.5 433.012605667
bagpuss 2242 734163.0 647.498262546
af 2242 734163.0 647.498262546
liquidgod 2242 734163.0 647.498262546
gek 2242 734163.0 647.498262546
rss 2242 734163.0 647.498262546
lmb 2245 734164.5 648.364288036
skvidal 2250 734167.0 649.807663851
po8 2242 734163.0 647.498262546
wimpi 2242 734163.0 647.498262546
thull 2242 734163.0 647.498262546
sjn 2242 734163.0 647.498262546
faisal 2242 734163.0 647.498262546
skillakorn 2242 734163.0 647.498262546
oyvindmo 2242 734163.0 647.498262546
Toastie 2242 734163.0 647.498262546
jerry 2242 734163.0 647.498262546
serdar20 2242 734163.0 647.498262546
isoBoy 2242 734163.0 647.498262546
ashams 868 734778.0 250.858525867
jibbler 2242 734163.0 647.498262546
sfllaw 2242 734163.0 647.498262546
brockman 2242 734163.0 647.498262546
quintela 2242 734163.0 647.498262546
prj 2242 734163.0 647.498262546
revjim 2242 734163.0 647.498262546
zwnj 2242 734163.0 647.498262546
hyle 2242 734163.0 647.498262546
osk 2242 734163.0 647.498262546
ONeFoSToRiy 2242 734163.0 647.498262546
webgurru 2242 734163.0 647.498262546
jmcnamara 2242 734163.0 647.498262546
rkoleff 2242 734163.0 647.498262546
redowl 2242 734163.0 647.498262546
moray 2242 734163.0 647.498262546
sdm 2242 734163.0 647.498262546
jedinite 2242 734163.0 647.498262546
sjourdois 2242 734163.0 647.498262546
cgruber 2242 734163.0 647.498262546
eduardok 2242 734163.0 647.498262546
darknode 2242 734163.0 647.498262546
chrisF 2242 734163.0 647.498262546
dlr 2242 734163.0 647.498262546
rakeshnagar 2242 734163.0 647.498262546
robertc 2270 734177.0 655.581167108
ppatters 2477 734280.5 715.336925278
axboe 2242 734163.0 647.498262546
linergy 2242 734163.0 647.498262546
benosteen 94 733180.0 27.4226184016
Borzy 2242 734163.0 647.498262546
ajv 2242 734163.0 647.498262546
raju 2242 734163.0 647.498262546
krylan 2242 734163.0 647.498262546
burito 2242 734163.0 647.498262546
fixxxer 2242 734163.0 647.498262546
lrargerich 2242 734163.0 647.498262546
pauly 2242 734163.0 647.498262546
kumar76 2242 734163.0 647.498262546
mjt 2242 734163.0 647.498262546
fielding 2245 734164.5 648.364288036
ws4u 1054 734718.0 304.552130185
anirban 2242 734163.0 647.498262546
amits 2242 734163.0 647.498262546
manojkabre 2242 734163.0 647.498262546
ciegito 2242 734163.0 647.498262546
SAMIRHARATY 2242 734163.0 647.498262546
sethg 2242 734163.0 647.498262546
Denzuko 2242 734163.0 647.498262546
dobey 2242 734163.0 647.498262546
Doris 2242 734163.0 647.498262546
nospamplease 2242 734163.0 647.498262546
jivera 2242 734163.0 647.498262546
lucasr 2242 734163.0 647.498262546
richieb 2242 734163.0 647.498262546
jeffx 2242 734163.0 647.498262546
vigu 2242 734163.0 647.498262546
mk 2242 734163.0 647.498262546
ftobin 2242 734163.0 647.498262546
Knud 2242 734163.0 647.498262546
jmp 2242 734163.0 647.498262546
zw 2242 734163.0 647.498262546
squiggy 2242 734163.0 647.498262546
jafo 2242 734163.0 647.498262546
blueangel 2242 734163.0 647.498262546
jlittle 2242 734163.0 647.498262546
gmp 2242 734163.0 647.498262546
taverner 2242 734163.0 647.498262546
CodeMonkey 2242 734163.0 647.498262546
carlusmaximus 2242 734163.0 647.498262546
nop 2242 734163.0 647.498262546
matias 2242 734163.0 647.498262546
bknotts 2242 734163.0 647.498262546
emazte 2242 734163.0 647.498262546
01 2242 734163.0 647.498262546
berkus 2242 734163.0 647.498262546
arma 2242 734163.0 647.498262546
JonRock 2242 734163.0 647.498262546
CanisLupus 2242 734163.0 647.498262546
h4 2242 734163.0 647.498262546
heyjude68 2242 734163.0 647.498262546
Santiago 2242 734163.0 647.498262546
AlthA 2242 734163.0 647.498262546
chrismo 2242 734163.0 647.498262546
vtamara 2242 734163.0 647.498262546
jds 2242 734163.0 647.498262546
kirannk 2242 734163.0 647.498262546
jamie 2242 734163.0 647.498262546
sdodji 2270 734177.0 655.581167108
tron 2242 734163.0 647.498262546
jerdfelt 2242 734163.0 647.498262546
andrewes 2242 734163.0 647.498262546
autrijus 2242 734163.0 647.498262546
apollo11 2242 734163.0 647.498262546
fweiden 2242 734163.0 647.498262546
fervp 2242 734163.0 647.498262546
Mystic 2242 734163.0 647.498262546
sprite 2242 734163.0 647.498262546
muthur 2242 734163.0 647.498262546
Vany05 2242 734163.0 647.498262546
jmelesky 2242 734163.0 647.498262546
mgr 2242 734163.0 647.498262546
dimuthu 2242 734163.0 647.498262546
Rippit 2242 734163.0 647.498262546
ztf 2242 734163.0 647.498262546
allanon 2242 734163.0 647.498262546
jngadreau 2242 734163.0 647.498262546
jack 2242 734163.0 647.498262546
skribe 2242 734163.0 647.498262546
gwm 2270 734177.0 655.581167108
cguenther 2242 734163.0 647.498262546
ithamar 2242 734163.0 647.498262546
yugami 2242 734163.0 647.498262546
leonardr 2242 734163.0 647.498262546
GnuOwned 2242 734163.0 647.498262546
jono 2250 734167.0 649.807663851
pate 2242 734163.0 647.498262546
robey 2242 734163.0 647.498262546
mako 2280 734182.0 658.467918733
ltaesch 2242 734163.0 647.498262546
khazad 2242 734163.0 647.498262546
bagder 2270 734177.0 655.581167108
ianmacd 2242 734163.0 647.498262546
slackfive 2242 734163.0 647.498262546
zdt 2242 734163.0 647.498262546
aaronfaby 2242 734163.0 647.498262546
danielwang 2242 734163.0 647.498262546
feliperlz 2242 734163.0 647.498262546
mrb 2242 734163.0 647.498262546
otto 2242 734163.0 647.498262546
hin 2242 734163.0 647.498262546
benoitdm 2242 734163.0 647.498262546
itianz 2242 734163.0 647.498262546
babar 2242 734163.0 647.498262546
Khen1950fx 1436 734588.0 414.826067969
nm 2242 734163.0 647.498262546
mjd 2242 734163.0 647.498262546
csk 399 733241.5 115.469692993
cnj 2242 734163.0 647.498262546
baptista 2242 734163.0 647.498262546
bingo 2242 734163.0 647.498262546
flamegod 2242 734163.0 647.498262546
hoffman 2242 734163.0 647.498262546
jcm 2242 734163.0 647.498262546
nikodemus 2242 734163.0 647.498262546
tpi 2242 734163.0 647.498262546
data 2242 734163.0 647.498262546
ravine 2242 734163.0 647.498262546
tetron 2242 734163.0 647.498262546
plasmaroo 2242 734163.0 647.498262546
cruzeta 2242 734163.0 647.498262546
angellom1 2242 734163.0 647.498262546
loff 2242 734163.0 647.498262546
Mofo 2242 734163.0 647.498262546
pawal 2242 734163.0 647.498262546
sander 2242 734163.0 647.498262546
tld 2242 734163.0 647.498262546
kck 2242 734163.0 647.498262546
mental 2242 734163.0 647.498262546
compu 2242 734163.0 647.498262546
caiqian 2242 734163.0 647.498262546
danielk 2243 734163.5 647.786937709
rudyawkins 2242 734163.0 647.498262546
samfw 2242 734163.0 647.498262546
jarcha 2242 734163.0 647.498262546
malafide 2242 734163.0 647.498262546
okcrum 2242 734163.0 647.498262546
EmpireDream 2242 734163.0 647.498262546
VociferouS 2242 734163.0 647.498262546
bugg 2242 734163.0 647.498262546
kiffer 2242 734163.0 647.498262546
chs 707 734709.284418 191.337787855
lola 2242 734163.0 647.498262546
bernhard 2242 734163.0 647.498262546
schlouse 2242 734163.0 647.498262546
scjody 2242 734163.0 647.498262546
fbomb 2242 734163.0 647.498262546
Mycroft 2242 734163.0 647.498262546
icepick 2242 734163.0 647.498262546
drjekyll 2242 734163.0 647.498262546
hh 2242 734163.0 647.498262546
majcher 2242 734163.0 647.498262546
zefnd 2242 734163.0 647.498262546
f0oG 2242 734163.0 647.498262546
kerz 2242 734163.0 647.498262546
rosorio 1591 734520.671934 458.005860609
neek 2242 734163.0 647.498262546
hulten 1692 734466.0 488.726917614
phliar 2242 734163.0 647.498262546
satyap 2242 734163.0 647.498262546
steinm 2242 734163.0 647.498262546
phpgurru 2242 734163.0 647.498262546
livewire 2242 734163.0 647.498262546
philipstoev 2242 734163.0 647.498262546
kentsin 2242 734163.0 647.498262546
RickMuller 2242 734163.0 647.498262546
esap 2242 734163.0 647.498262546
mdanish 2242 734163.0 647.498262546
daphage 2242 734163.0 647.498262546
zeppo 2242 734163.0 647.498262546
paradies 2242 734163.0 647.498262546
neelk 2051 734266.5 592.361305849
fnesti 2242 734163.0 647.498262546
mico 2242 734163.0 647.498262546
jet99 2242 734163.0 647.498262546
freetype 2242 734163.0 647.498262546
brwill 2242 734163.0 647.498262546
macdome 2242 734163.0 647.498262546
sartre 2043 734061.007357 588.62128288
heckj 2242 734163.0 647.498262546
arb33 4485 735284.5 1294.99662162
ajk 2242 734163.0 647.498262546
rkr 2242 734163.0 647.498262546
kschrade 2242 734163.0 647.498262546
jkh 2245 734164.5 648.364288036
pranoop 2242 734163.0 647.498262546
philnyc 2242 734163.0 647.498262546
MadHat 2242 734163.0 647.498262546
Suvarov454 2242 734163.0 647.498262546
Talin 2242 734163.0 647.498262546
helmut 2242 734163.0 647.498262546
inquiz 2242 734163.0 647.498262546
jallison 2242 734163.0 647.498262546
MarciPain 2242 734163.0 647.498262546
adrianh 2242 734163.0 647.498262546
Thugzmansion 2242 734163.0 647.498262546
satrac 2242 734163.0 647.498262546
robbie 2242 734163.0 647.498262546
farrellj 2242 734163.0 647.498262546
thalakan 2242 734163.0 647.498262546
tcsradio 2242 734163.0 647.498262546
arams 2242 734163.0 647.498262546
bdale 2270 734177.0 655.581167108
pblo 2242 734163.0 647.498262546
jimb 2242 734163.0 647.498262546
toxickore 2242 734163.0 647.498262546
karingo 2242 734163.0 647.498262546
nedko 2242 734163.0 647.498262546
Jpeefer21 2242 734163.0 647.498262546
tarbender 2242 734163.0 647.498262546
jneves 2242 734163.0 647.498262546
mbm 2242 734163.0 647.498262546
altair 2242 734163.0 647.498262546
markonen 2242 734163.0 647.498262546
danpat 2242 734163.0 647.498262546
plundis 2242 734163.0 647.498262546
mariano 2242 734163.0 647.498262546
slave 2242 734163.0 647.498262546
doobee 2242 734163.0 647.498262546
Whizziwig 2242 734163.0 647.498262546
nym 2242 734163.0 647.498262546
ion 2248 734166.0 649.230313525
Sjoholm 2242 734163.0 647.498262546
tausq 2242 734163.0 647.498262546
harinath 2242 734163.0 647.498262546
marquee 2242 734163.0 647.498262546
quantumleap 2242 734163.0 647.498262546
Segora 2242 734163.0 647.498262546
efraim 2242 734163.0 647.498262546
oktal 2242 734163.0 647.498262546
abo2 2242 734163.0 647.498262546
acb 2242 734163.0 647.498262546
MenTaLguY 2242 734163.0 647.498262546
HellCowboy 2242 734163.0 647.498262546
greydaphne 2242 734163.0 647.498262546
catonic 2242 734163.0 647.498262546
alexnu 2242 734163.0 647.498262546
taec 2242 734163.0 647.498262546
coorman 2242 734163.0 647.498262546
jkutianski 2242 734163.0 647.498262546
dcoombs 2242 734163.0 647.498262546
billy69 2242 734163.0 647.498262546
w3bkn0ws 2242 734163.0 647.498262546
ikt0me 2242 734163.0 647.498262546
afernandes 2242 734163.0 647.498262546
jaacole 2242 734163.0 647.498262546
bluedraggon 2242 734163.0 647.498262546
hadess 2245 734164.5 648.364288036
theyaga 2242 734163.0 647.498262546
nether 2242 734163.0 647.498262546
bit 2242 734163.0 647.498262546
roadkillbunny 2242 734163.0 647.498262546
tomerc 2242 734163.0 647.498262546
Drew 2242 734163.0 647.498262546
carlosgc 2242 734163.0 647.498262546
braden 2242 734163.0 647.498262546
littleye 2242 734163.0 647.498262546
laszlof 2242 734163.0 647.498262546
yeupou 2242 734163.0 647.498262546
noguska 0 733078.0 0.0
fbriere 2242 734163.0 647.498262546
gcc 2242 734163.0 647.498262546
tuxzone 2242 734163.0 647.498262546
alriddoch 2242 734163.0 647.498262546
acoliver 2242 734163.0 647.498262546
orabidoo 2242 734163.0 647.498262546
exabyte 2242 734163.0 647.498262546
tmattox 2242 734163.0 647.498262546
j5p7 2242 734163.0 647.498262546
ocampo 2242 734163.0 647.498262546
daouda 2242 734163.0 647.498262546
atlanta 2242 734163.0 647.498262546
thecrypto 2242 734163.0 647.498262546
robilad 2258 734171.0 652.117065155
zxb2001 0 733618.0 0.0
innerfire 2242 734163.0 647.498262546
DNAGuy 2242 734163.0 647.498262546
mike1 2242 734163.0 647.498262546
abellabooks 2242 734163.0 647.498262546
manero 2242 734163.0 647.498262546
greve 2242 734163.0 647.498262546
iang 2242 734163.0 647.498262546
roberts 2242 734163.0 647.498262546
CentrX 2242 734163.0 647.498262546
darkcyde 2242 734163.0 647.498262546
joaop 2242 734163.0 647.498262546
beautiful 2242 734163.0 647.498262546
mick 2242 734163.0 647.498262546
Zurk 2242 734163.0 647.498262546
kjpires 2242 734163.0 647.498262546
lolo 2242 734163.0 647.498262546
trelane 2242 734163.0 647.498262546
Cirruz 2242 734163.0 647.498262546
lmjohns3 2242 734163.0 647.498262546
sioakaos 2242 734163.0 647.498262546
mimerki 2242 734163.0 647.498262546
jhasler 2242 734163.0 647.498262546
dotSphinx 2242 734163.0 647.498262546
unknown1 2242 734163.0 647.498262546
Spyro 2242 734163.0 647.498262546
jradix 2242 734163.0 647.498262546
srl 2242 734163.0 647.498262546
Ng 2242 734163.0 647.498262546
tchambery 2242 734163.0 647.498262546
witten 2242 734163.0 647.498262546
vladimirliu 2242 734163.0 647.498262546
hardcorebit 2242 734163.0 647.498262546
dsevilla 2242 734163.0 647.498262546
harbourn 2242 734163.0 647.498262546
amithadke 2242 734163.0 647.498262546
juhp 2242 734163.0 647.498262546
schoen 2242 734163.0 647.498262546
scc 2242 734163.0 647.498262546
rederpj 2242 734163.0 647.498262546
acidx 2270 734177.0 655.581167108
loveandpeace 2242 734163.0 647.498262546
chrislangreiter 2242 734163.0 647.498262546
mkb 2242 734163.0 647.498262546
onki 2242 734163.0 647.498262546
argp 2270 734177.0 655.581167108
BrandonTallent 2242 734163.0 647.498262546
ebizo 2242 734163.0 647.498262546
MagicT 2242 734163.0 647.498262546
kfoltman 1499 734168.5 433.012605667
pphong99 2242 734163.0 647.498262546
higb 2242 734163.0 647.498262546
Deepa 2242 734163.0 647.498262546
ddb 2242 734163.0 647.498262546
Sharath 2242 734163.0 647.498262546
bwana 2242 734163.0 647.498262546
robsta 2242 734163.0 647.498262546
pjc51 2242 734163.0 647.498262546
bobo 2242 734163.0 647.498262546
kmacleod 2242 734163.0 647.498262546
carnie59 2242 734163.0 647.498262546
craig 2242 734163.0 647.498262546
Xiph 2242 734163.0 647.498262546
Gerk 2242 734163.0 647.498262546
terryfunk 2242 734163.0 647.498262546
francis 2242 734163.0 647.498262546
liyuray 2242 734163.0 647.498262546
REnegaDE 2242 734163.0 647.498262546
jquiroga 2242 734163.0 647.498262546
pugfantus 2242 734163.0 647.498262546
rlinux 2242 734163.0 647.498262546
squid 2242 734163.0 647.498262546
shooby 2242 734163.0 647.498262546
RaNma 2242 734163.0 647.498262546
mikem 2242 734163.0 647.498262546
stoney 2242 734163.0 647.498262546
carol 2242 734163.0 647.498262546
myers 2242 734163.0 647.498262546
mtaipe 2242 734163.0 647.498262546
salemsenthil 2242 734163.0 647.498262546
DarkFire 2242 734163.0 647.498262546
deric 2242 734163.0 647.498262546
sphair 2242 734163.0 647.498262546
snowfox 2242 734163.0 647.498262546
more 2242 734163.0 647.498262546
Piro 2242 734163.0 647.498262546
lintu 2242 734163.0 647.498262546
bjf 2242 734163.0 647.498262546
mike 2242 734163.0 647.498262546
aeg 2242 734163.0 647.498262546
jeong 2242 734163.0 647.498262546
julesh 2242 734163.0 647.498262546
jul 2242 734163.0 647.498262546
prabu 2242 734163.0 647.498262546
kennyt 2242 734163.0 647.498262546
dhd 2245 734164.5 648.364288036
olea 2242 734163.0 647.498262546
takis 2242 734163.0 647.498262546
larsrc 2242 734163.0 647.498262546
docwhat 2242 734163.0 647.498262546
darco 2242 734163.0 647.498262546
tvbarn 2242 734163.0 647.498262546
Leimy 2242 734163.0 647.498262546
brad 2242 734163.0 647.498262546
madvax 2242 734163.0 647.498262546
bgdarnel 2242 734163.0 647.498262546
ataridatacenter 2242 734163.0 647.498262546
lars 2242 734163.0 647.498262546
kirillov 2242 734163.0 647.498262546
PYRoTkNiX 2242 734163.0 647.498262546
anormalu 2242 734163.0 647.498262546
mly 2242 734163.0 647.498262546
Rich 2242 734163.0 647.498262546
bratislav 2242 734163.0 647.498262546
pompeiisneaks 2242 734163.0 647.498262546
ahsan 2242 734163.0 647.498262546
binbrain 2242 734163.0 647.498262546
phycodurus 2242 734163.0 647.498262546
petdance 2242 734163.0 647.498262546
guidob 2242 734163.0 647.498262546
Sasha 2242 734163.0 647.498262546
linuxx 2242 734163.0 647.498262546
jssasongko 2242 734163.0 647.498262546
phillupbanks 2242 734163.0 647.498262546
ssp 2242 734163.0 647.498262546
opie 2242 734163.0 647.498262546
vkurup 2242 734163.0 647.498262546
trudelle 2242 734163.0 647.498262546
greystar 2242 734163.0 647.498262546
bugsbunny 2242 734163.0 647.498262546
whir 2242 734163.0 647.498262546
pete 2242 734163.0 647.498262546
far 2242 734163.0 647.498262546
PaulDirac 2242 734163.0 647.498262546
DrCode 2242 734163.0 647.498262546
vvvis999 2242 734163.0 647.498262546
baux 2242 734163.0 647.498262546
csa 2242 734163.0 647.498262546
bse 2242 734163.0 647.498262546
leon 2242 734163.0 647.498262546
jayakumar 911 733486.382353 259.767884478
rdp 2242 734163.0 647.498262546
gtaylor 2250 734167.0 649.807663851
hughbrien 2242 734163.0 647.498262546
sera 2242 734163.0 647.498262546
Sylvia 2242 734163.0 647.498262546
mrorganic 2242 734163.0 647.498262546
juran 2242 734163.0 647.498262546
shaj 2242 734163.0 647.498262546
pato 2242 734163.0 647.498262546
slothrop 2242 734163.0 647.498262546
fergal 2242 734163.0 647.498262546
crustix 2242 734163.0 647.498262546
CrisR 2242 734163.0 647.498262546
Frums 2242 734163.0 647.498262546
vovin 2242 734163.0 647.498262546
andnen 2242 734163.0 647.498262546
GrahamAsher 2242 734163.0 647.498262546
anlprb 2242 734163.0 647.498262546
gramslink 2242 734163.0 647.498262546
BenFrantzDale 2242 734163.0 647.498262546
zeenix 2249 734166.5 649.518988688
thayer 2242 734163.0 647.498262546
mvo 2242 734163.0 647.498262546
Teo 2242 734163.0 647.498262546
dpavlin 2242 734163.0 647.498262546
Builder 2242 734163.0 647.498262546
anakar 2242 734163.0 647.498262546
jdhildeb 2242 734163.0 647.498262546
foo 2242 734163.0 647.498262546
Rakshasa 2242 734163.0 647.498262546
lkehresman 2242 734163.0 647.498262546
VooDoo 2242 734163.0 647.498262546
omrimaster 2242 734163.0 647.498262546
twleung 2242 734163.0 647.498262546
quad 2242 734163.0 647.498262546
burghardt 2242 734163.0 647.498262546
Darin 2242 734163.0 647.498262546
netsaint 2242 734163.0 647.498262546
ms 2242 734163.0 647.498262546
slamp 2242 734163.0 647.498262546
ps 2242 734163.0 647.498262546
willy 2242 734163.0 647.498262546
holman 2242 734163.0 647.498262546
nathan 2242 734163.0 647.498262546
StormCrow 2242 734163.0 647.498262546
dairiki 2242 734163.0 647.498262546
mrdoornbos 2242 734163.0 647.498262546
varelse 2242 734163.0 647.498262546
cynick 2242 734163.0 647.498262546
uzume 2242 734163.0 647.498262546
NuniaBiz 2242 734163.0 647.498262546
joshb 2242 734163.0 647.498262546
baschny 2242 734163.0 647.498262546
LukeCrawford 1641 734295.5 474.004483101
alexkoval 2242 734163.0 647.498262546
foka 2242 734163.0 647.498262546
nostalgiphile 1535 734547.190196 442.18345175
baiju12 2242 734163.0 647.498262546
jeorgen 2242 734163.0 647.498262546
dark 2242 734163.0 647.498262546
osama 2242 734163.0 647.498262546
lior 2242 734163.0 647.498262546
rcardenes 2242 734163.0 647.498262546
nny 2242 734163.0 647.498262546
cddr 2140 734211.0 618.053395752
Tucho 2242 734163.0 647.498262546
rubiojr 2242 734163.0 647.498262546
8bit 2242 734163.0 647.498262546
netgod 2242 734163.0 647.498262546
stric 2242 734163.0 647.498262546
vivekv 2242 734163.0 647.498262546
fix 2242 734163.0 647.498262546
derick 2242 734163.0 647.498262546
larsu 2250 734167.0 649.807663851
mct 2242 734163.0 647.498262546
ishmukler 2242 734163.0 647.498262546
fgsch 2242 734163.0 647.498262546
immunizer 2242 734163.0 647.498262546
mbacarella 2242 734163.0 647.498262546
chorand 2242 734163.0 647.498262546
alvinj 1551 734538.249354 447.276808884
wli 2242 734163.0 647.498262546
austin 2242 734163.0 647.498262546
nusK 2242 734163.0 647.498262546
bullettrain 2242 734163.0 647.498262546
fawad 2242 734163.0 647.498262546
pjcabrera 2242 734163.0 647.498262546
patkarraj 2242 734163.0 647.498262546
avassalotti 2242 734163.0 647.498262546
jeffalo 2242 734163.0 647.498262546
gpoo 2242 734163.0 647.498262546
guardian 2242 734163.0 647.498262546
katie 2242 734163.0 647.498262546
yappo 2242 734163.0 647.498262546
kyrka 2242 734163.0 647.498262546
orique 2242 734163.0 647.498262546
fr4n6 2242 734163.0 647.498262546
beldon 2242 734163.0 647.498262546
lightholder 2242 734163.0 647.498262546
ovek 2242 734163.0 647.498262546
cynicz 2242 734163.0 647.498262546
wolfie 2242 734163.0 647.498262546
viking 2242 734163.0 647.498262546
salamin 2242 734163.0 647.498262546
forman 2242 734163.0 647.498262546
steveoc 2242 734163.0 647.498262546
srw 2242 734163.0 647.498262546
cfusillo 2242 734163.0 647.498262546
zenalot 2242 734163.0 647.498262546
faw 2270 734177.0 655.581167108
chicane 2242 734163.0 647.498262546
abw 2242 734163.0 647.498262546
mkp 2242 734163.0 647.498262546
voldure 2242 734163.0 647.498262546
utzig 2242 734163.0 647.498262546
sjburges 2242 734163.0 647.498262546
sford 2242 734163.0 647.498262546
nicotavern 2242 734163.0 647.498262546
sethcohn 2242 734163.0 647.498262546
doa 2242 734163.0 647.498262546
caelyx 2242 734163.0 647.498262546
surrationals 2242 734163.0 647.498262546
gjhiggins 1233 734693.5 356.224999123
eopadoan 2270 734177.0 655.581167108
shitface 2242 734163.0 647.498262546
shreeve 2242 734163.0 647.498262546
zak 162 733123.0 47.0531614241
rootcode 2242 734163.0 647.498262546
josh 2242 734163.0 647.498262546
BeBoy 2242 734163.0 647.498262546
Iain 2245 734164.5 648.364288036
frcecin 2242 734163.0 647.498262546
kvaneesh 2242 734163.0 647.498262546
kwired 2242 734163.0 647.498262546
eventide 2242 734163.0 647.498262546
jmecham 2242 734163.0 647.498262546
kairo 2242 734163.0 647.498262546
bartd 2242 734163.0 647.498262546
Cynic 2242 734163.0 647.498262546
Jaster 2242 734163.0 647.498262546
grem 2242 734163.0 647.498262546
ibnmaja 2242 734163.0 647.498262546
kisielk 2242 734163.0 647.498262546
heliocastro 2270 734177.0 655.581167108
Jesus 2242 734163.0 647.498262546
cafuent 2242 734163.0 647.498262546
Fatz 2242 734163.0 647.498262546
fabien 2242 734163.0 647.498262546
theverychap 2242 734163.0 647.498262546
ratsclan 2242 734163.0 647.498262546
cdjones 2242 734163.0 647.498262546
ekj 2242 734163.0 647.498262546
eviltofu 2242 734163.0 647.498262546
jcs 2242 734163.0 647.498262546
glada 2242 734163.0 647.498262546
felipewd 2242 734163.0 647.498262546
jpraher 2242 734163.0 647.498262546
chregu 2242 734163.0 647.498262546
jjmerelo 2242 734163.0 647.498262546
carlox 2242 734163.0 647.498262546
escarbot 2242 734163.0 647.498262546
pixelcort 2242 734163.0 647.498262546
oa 2242 734163.0 647.498262546
loveoss 2242 734163.0 647.498262546
golbeck 1615 734506.100496 465.968205259
ajf 2242 734163.0 647.498262546
Athelstan 2242 734163.0 647.498262546
syn 2242 734163.0 647.498262546
jelle 2242 734163.0 647.498262546
jianshi 2242 734163.0 647.498262546
bjornen 2242 734163.0 647.498262546
LuckyJim 2242 734163.0 647.498262546
psychogenic 2242 734163.0 647.498262546
hgayosso 2242 734163.0 647.498262546
keemun 2242 734163.0 647.498262546
longint 2242 734163.0 647.498262546
olmir 2242 734163.0 647.498262546
Sk8r 2242 734163.0 647.498262546
robosha 2242 734163.0 647.498262546
omega 2242 734163.0 647.498262546
gustavo 2242 734163.0 647.498262546
AgrOI 2242 734163.0 647.498262546
apgarcia 2242 734163.0 647.498262546
YoavShapira 2249 734166.5 649.518988688
amd 2242 734163.0 647.498262546
baerli 2242 734163.0 647.498262546
bko 2242 734163.0 647.498262546
navajo 2242 734163.0 647.498262546
Bcorr 2242 734163.0 647.498262546
jamesh 2242 734163.0 647.498262546
paelkis 2242 734163.0 647.498262546
thrase 2242 734163.0 647.498262546
Caboom 2242 734163.0 647.498262546
clameter 2242 734163.0 647.498262546
PaulJohnson 2242 734163.0 647.498262546
cthomaz 2242 734163.0 647.498262546
pnkfelix 2242 734163.0 647.498262546
collord 2242 734163.0 647.498262546
liw 236 733160.0 68.415397877
shayne321 2242 734163.0 647.498262546
miguelzinho 2242 734163.0 647.498262546
sikb0y 2242 734163.0 647.498262546
rasha 2242 734163.0 647.498262546
tma 749 733416.5 216.506158496
shrdlu 110 733097.0 32.0416395752
dorward 2242 734163.0 647.498262546
dmitri 2242 734163.0 647.498262546
Carnage4Life 2242 734163.0 647.498262546
monk 2242 734163.0 647.498262546
antirez 2242 734163.0 647.498262546
pengjiayou 1620 734306.0 467.942304136
MaLoy 2242 734163.0 647.498262546
bobg 2242 734163.0 647.498262546
gwossum 2242 734163.0 647.498262546
earthmkii 2242 734163.0 647.498262546
Mondragon 2242 734163.0 647.498262546
jose 2242 734163.0 647.498262546
nuncanada 2242 734163.0 647.498262546
hscholz 2242 734163.0 647.498262546
beachDefender 2242 734163.0 647.498262546
Kip 2242 734163.0 647.498262546
jef 2242 734163.0 647.498262546
Illuvatar 2242 734163.0 647.498262546
wurtel 2242 734163.0 647.498262546
dunne 357 733220.5 103.345295007
jtraub 2242 734163.0 647.498262546
nayyar 2242 734163.0 647.498262546
amateen 2242 734163.0 647.498262546
sjogren 2242 734163.0 647.498262546
mose 2242 734163.0 647.498262546
oddbjorn 2242 734163.0 647.498262546
